pdb_name,processed_path,raw_path,oligomeric_count,oligomeric_detail,num_chains,quaternary_category,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration
AF-A0A6J6C0W4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J6C0W4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J6C0W4-F1-model_v4.cif,,,1,homomer,95,95,0.3263157894736842,0.5368421052631579,0.1368421052631579,1.3016371610119353
AF-A0A6M0SGP8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M0SGP8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M0SGP8-F1-model_v4.cif,,,1,homomer,106,106,0.3018867924528302,0.6981132075471698,0.0,1.3499264692366404
AF-A0A6M1TCW1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M1TCW1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M1TCW1-F1-model_v4.cif,,,1,homomer,110,110,0.4090909090909091,0.15454545454545454,0.43636363636363634,1.4373478325477764
AF-A0A6A3BCJ4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A3BCJ4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A3BCJ4-F1-model_v4.cif,,,1,homomer,126,126,0.3968253968253968,0.5873015873015873,0.015873015873015872,1.4938523528480818
AF-A0A6B1R564-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B1R564-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B1R564-F1-model_v4.cif,,,1,homomer,109,109,0.3669724770642202,0.3669724770642202,0.26605504587155965,1.3939402083140846
AF-A0A6J7BD28-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J7BD28-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J7BD28-F1-model_v4.cif,,,1,homomer,128,128,0.3828125,0.4453125,0.171875,1.4570758162905126
AF-A0A6M1HTS7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M1HTS7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M1HTS7-F1-model_v4.cif,,,1,homomer,80,80,0.4375,0.425,0.1375,1.2933218229188312
AF-A0A6P3BXE0-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6P3BXE0-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6P3BXE0-F1-model_v4.cif,,,1,homomer,73,73,0.4657534246575342,0.1917808219178082,0.3424657534246575,1.1942435201135322
AF-A0A6B3R5C7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B3R5C7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B3R5C7-F1-model_v4.cif,,,1,homomer,109,109,0.48623853211009177,0.3577981651376147,0.1559633027522936,1.4312459573768608
AF-A0A6B1UD28-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B1UD28-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B1UD28-F1-model_v4.cif,,,1,homomer,80,80,0.275,0.0,0.725,1.152296546691349
AF-A0A6I1NQI4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6I1NQI4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6I1NQI4-F1-model_v4.cif,,,1,homomer,87,87,0.39080459770114945,0.25287356321839083,0.3563218390804598,1.2039784065719357
AF-A0A662GG06-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A662GG06-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A662GG06-F1-model_v4.cif,,,1,homomer,128,128,0.3203125,0.6796875,0.0,1.4776319551707782
AF-A0A6N8TXM8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N8TXM8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N8TXM8-F1-model_v4.cif,,,1,homomer,90,90,0.34444444444444444,0.3,0.35555555555555557,1.3233637018514595
AF-A0A6A6VQS4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6A6VQS4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6A6VQS4-F1-model_v4.cif,,,1,homomer,113,113,0.49557522123893805,0.3185840707964602,0.18584070796460178,1.3433701344846047
AF-A0A656QFC4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A656QFC4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A656QFC4-F1-model_v4.cif,,,1,homomer,118,118,0.3474576271186441,0.4067796610169492,0.2457627118644068,1.4251364530040183
AF-A0A6L6RZ44-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L6RZ44-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L6RZ44-F1-model_v4.cif,,,1,homomer,107,107,0.2897196261682243,0.2523364485981308,0.45794392523364486,1.447064232440813
AF-A0A6P1BGU6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6P1BGU6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6P1BGU6-F1-model_v4.cif,,,1,homomer,113,113,0.4778761061946903,0.2743362831858407,0.24778761061946902,1.4552413368298895
AF-A0A6C0BG55-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6C0BG55-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6C0BG55-F1-model_v4.cif,,,1,homomer,93,93,0.20430107526881722,0.7956989247311828,0.0,1.3034358441300957
AF-A0A645JJR5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A645JJR5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A645JJR5-F1-model_v4.cif,,,1,homomer,114,114,0.3684210526315789,0.38596491228070173,0.24561403508771928,1.4381004514297526
AF-A0A660TKU4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A660TKU4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A660TKU4-F1-model_v4.cif,,,1,homomer,86,86,0.313953488372093,0.6395348837209303,0.046511627906976744,1.2642127965638243
AF-A0A6N0DXF8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N0DXF8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N0DXF8-F1-model_v4.cif,,,1,homomer,59,59,0.4406779661016949,0.559322033898305,0.0,0.9980624582752374
AF-A0A644ZNH4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A644ZNH4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A644ZNH4-F1-model_v4.cif,,,1,homomer,89,89,0.43820224719101125,0.5617977528089888,0.0,1.3072231485813313
AF-A0A6G8NTJ6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G8NTJ6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G8NTJ6-F1-model_v4.cif,,,1,homomer,111,111,0.43243243243243246,0.5135135135135135,0.05405405405405406,1.4098153433297398
AF-A0A662L387-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A662L387-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A662L387-F1-model_v4.cif,,,1,homomer,71,71,0.2535211267605634,0.5492957746478874,0.19718309859154928,1.1496005214636429
AF-W4A607-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-W4A607-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-W4A607-F1-model_v4.cif,,,1,homomer,63,63,0.31746031746031744,0.6825396825396826,0.0,1.1309718642260402
AF-A0A6J4XTU1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J4XTU1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J4XTU1-F1-model_v4.cif,,,1,homomer,86,86,0.4069767441860465,0.45348837209302323,0.13953488372093023,1.3224705103751897
AF-A0A6V7H0R7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6V7H0R7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6V7H0R7-F1-model_v4.cif,,,1,homomer,108,108,0.4444444444444444,0.05555555555555555,0.5,1.392961126752255
AF-A0A662R3M5-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A662R3M5-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A662R3M5-F1-model_v4.cif,,,1,homomer,127,127,0.3779527559055118,0.4330708661417323,0.1889763779527559,1.5222200159258548
AF-A0A6J4KAJ7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J4KAJ7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J4KAJ7-F1-model_v4.cif,,,1,homomer,93,93,0.27956989247311825,0.25806451612903225,0.46236559139784944,1.2789233985999895
AF-A0A662VW58-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A662VW58-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A662VW58-F1-model_v4.cif,,,1,homomer,64,64,0.359375,0.640625,0.0,1.0724924062358103
AF-A0A6J5TWF3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J5TWF3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J5TWF3-F1-model_v4.cif,,,1,homomer,107,107,0.35514018691588783,0.4766355140186916,0.16822429906542055,1.4074125825492192
AF-A0A6L3Z5E2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L3Z5E2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L3Z5E2-F1-model_v4.cif,,,1,homomer,97,97,0.3402061855670103,0.4639175257731959,0.1958762886597938,1.361702276693906
AF-A0A6N8MBS3-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N8MBS3-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N8MBS3-F1-model_v4.cif,,,1,homomer,100,100,0.42,0.17,0.41,1.3717207440411097
AF-A0A6L5EX00-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L5EX00-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L5EX00-F1-model_v4.cif,,,1,homomer,115,115,0.4434782608695652,0.4608695652173913,0.09565217391304348,1.3795538114793786
AF-A0A6I3REI1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6I3REI1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6I3REI1-F1-model_v4.cif,,,1,homomer,95,95,0.28421052631578947,0.7157894736842105,0.0,1.3345386219388402
AF-A0A6M3JWL4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M3JWL4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M3JWL4-F1-model_v4.cif,,,1,homomer,49,49,0.22448979591836735,0.7755102040816326,0.0,1.0456741958620563
AF-A0A6N9YDN6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N9YDN6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N9YDN6-F1-model_v4.cif,,,1,homomer,83,83,0.4578313253012048,0.2891566265060241,0.25301204819277107,1.235353047283657
AF-A0A6G9WDX6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G9WDX6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G9WDX6-F1-model_v4.cif,,,1,homomer,90,90,0.45555555555555555,0.0,0.5444444444444444,1.3602568727037143
AF-A0A6I2ST35-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6I2ST35-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6I2ST35-F1-model_v4.cif,,,1,homomer,78,78,0.44871794871794873,0.10256410256410256,0.44871794871794873,1.2015544960574842
AF-A0A6I3LFU4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6I3LFU4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6I3LFU4-F1-model_v4.cif,,,1,homomer,118,118,0.3983050847457627,0.4067796610169492,0.19491525423728814,1.413573029328062
AF-A0A6H0TW94-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6H0TW94-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6H0TW94-F1-model_v4.cif,,,1,homomer,104,104,0.3173076923076923,0.25961538461538464,0.4230769230769231,1.3832002098857095
AF-A0A6M5XQK8-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M5XQK8-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M5XQK8-F1-model_v4.cif,,,1,homomer,124,124,0.3387096774193548,0.41935483870967744,0.24193548387096775,1.4788127413959664
AF-A0A6L3ENF9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L3ENF9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L3ENF9-F1-model_v4.cif,,,1,homomer,103,103,0.24271844660194175,0.7572815533980582,0.0,1.3720789281398749
AF-A0A6L7UXA6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L7UXA6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L7UXA6-F1-model_v4.cif,,,1,homomer,91,91,0.2967032967032967,0.7032967032967034,0.0,1.304075597765957
AF-A0A6M3LQ81-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6M3LQ81-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6M3LQ81-F1-model_v4.cif,,,1,homomer,60,60,0.31666666666666665,0.2833333333333333,0.4,1.138980968459653
AF-A0A6G6Y5V1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G6Y5V1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G6Y5V1-F1-model_v4.cif,,,1,homomer,89,89,0.42696629213483145,0.14606741573033707,0.42696629213483145,1.2154605675678172
AF-A0A6J1VYW2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J1VYW2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J1VYW2-F1-model_v4.cif,,,1,homomer,111,111,0.4594594594594595,0.2972972972972973,0.24324324324324326,1.3766537812597186
AF-A0A6I5R1N4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6I5R1N4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6I5R1N4-F1-model_v4.cif,,,1,homomer,80,80,0.35,0.2875,0.3625,1.2844671680756918
AF-A0A6L9JEV7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L9JEV7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L9JEV7-F1-model_v4.cif,,,1,homomer,93,93,0.2903225806451613,0.7096774193548387,0.0,1.2400143120595688
AF-A0A662SGP2-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A662SGP2-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A662SGP2-F1-model_v4.cif,,,1,homomer,123,123,0.2682926829268293,0.7317073170731707,0.0,1.4624468474692023
AF-A0A6H9XIV7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6H9XIV7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6H9XIV7-F1-model_v4.cif,,,1,homomer,120,120,0.425,0.35,0.225,1.427255364656768
AF-A0A6B2WI71-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B2WI71-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B2WI71-F1-model_v4.cif,,,1,homomer,127,127,0.4015748031496063,0.2204724409448819,0.3779527559055118,1.475089615799994
AF-A0A6H3EA32-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6H3EA32-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6H3EA32-F1-model_v4.cif,,,1,homomer,70,70,0.4,0.5714285714285714,0.02857142857142857,1.1524605866351831
AF-A0A6N1XEG7-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6N1XEG7-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6N1XEG7-F1-model_v4.cif,,,1,homomer,109,109,0.4036697247706422,0.3394495412844037,0.25688073394495414,1.3957991434507233
AF-A0A6B0GL79-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B0GL79-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B0GL79-F1-model_v4.cif,,,1,homomer,95,95,0.3894736842105263,0.5157894736842106,0.09473684210526316,1.3438257150024049
AF-A0A6G8IEF4-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G8IEF4-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G8IEF4-F1-model_v4.cif,,,1,homomer,70,70,0.3,0.7,0.0,1.181001317313627
AF-A0A6B1FNN6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6B1FNN6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6B1FNN6-F1-model_v4.cif,,,1,homomer,127,127,0.4645669291338583,0.14960629921259844,0.3858267716535433,1.4341930573455097
AF-A0A661KSJ1-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A661KSJ1-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A661KSJ1-F1-model_v4.cif,,,1,homomer,124,124,0.3629032258064516,0.46774193548387094,0.1693548387096774,1.5054327860226466
AF-A0A6J4KV23-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6J4KV23-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6J4KV23-F1-model_v4.cif,,,1,homomer,79,79,0.43037974683544306,0.21518987341772153,0.35443037974683544,1.1781973977286275
AF-A0A6L4ZSH9-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6L4ZSH9-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6L4ZSH9-F1-model_v4.cif,,,1,homomer,120,120,0.44166666666666665,0.20833333333333334,0.35,1.418789011023373
AF-A0A6P1AC17-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6P1AC17-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6P1AC17-F1-model_v4.cif,,,1,homomer,124,124,0.41935483870967744,0.5483870967741935,0.03225806451612903,1.4647906459906521
AF-A0A6G3MKW6-F1-model_v4,/wynton/group/kortemme/alexjli/data/afdb_128/a6/AF-A0A6G3MKW6-F1-model_v4.pkl,/wynton/group/kortemme/afdb/res_lteq128_plddt_gteq80/filtered_cif/A6/AF-A0A6G3MKW6-F1-model_v4.cif,,,1,homomer,120,120,0.4083333333333333,0.08333333333333333,0.5083333333333333,1.4736478051301989
