pdb_name,processed_path,raw_path,num_chains,quaternary_category,seq_len,modeled_seq_len,coil_percent,helix_percent,strand_percent,radius_gyration,splits
4uht.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4uht.A.pkl,pdb_chains/uh/4uht.A.pdb,1,homomer,308,102,0.46078431372549017,0.3235294117647059,0.21568627450980393,1.4050084619916727,train
1uh9.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1uh9.A.pkl,pdb_chains/uh/1uh9.A.pdb,1,homomer,711,325,0.39692307692307693,0.13846153846153847,0.4646153846153846,2.047617055576731,val
3k4u.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3k4u.A.pkl,pdb_chains/k4/3k4u.A.pdb,1,homomer,256,234,0.3717948717948718,0.38461538461538464,0.24358974358974358,1.8156300186406065,train
2k4d.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4d.A.pkl,pdb_chains/k4/2k4d.A.pdb,1,homomer,85,83,0.7349397590361446,0.0963855421686747,0.1686746987951807,2.1441230015194934,train
1k4k.B,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1k4k.B.pkl,pdb_chains/k4/1k4k.B.pdb,1,homomer,323,204,0.47058823529411764,0.36764705882352944,0.16176470588235295,1.7263253997822294,train
2k4m.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4m.A.pkl,pdb_chains/k4/2k4m.A.pdb,1,homomer,153,153,0.5098039215686274,0.24183006535947713,0.24836601307189543,1.5955057595548565,train
3k4g.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3k4g.A.pkl,pdb_chains/k4/3k4g.A.pdb,1,homomer,131,83,0.5060240963855421,0.4819277108433735,0.024096385542168676,1.3931078192006423,train
2k4q.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4q.A.pkl,pdb_chains/k4/2k4q.A.pdb,1,homomer,156,156,0.6474358974358975,0.0641025641025641,0.28846153846153844,1.8632913122782475,train
2k4y.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4y.A.pkl,pdb_chains/k4/2k4y.A.pdb,1,homomer,86,86,0.46511627906976744,0.1744186046511628,0.36046511627906974,1.3066899416797588,train
3k4z.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3k4z.A.pkl,pdb_chains/k4/3k4z.A.pdb,1,homomer,551,275,0.49818181818181817,0.03272727272727273,0.4690909090909091,2.1109313042328077,train
1k4z.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1k4z.A.pkl,pdb_chains/k4/1k4z.A.pdb,1,homomer,241,157,0.3630573248407643,0.01910828025477707,0.6178343949044586,1.7507229983788228,train
4k47.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4k47.A.pkl,pdb_chains/k4/4k47.A.pdb,1,homomer,323,183,0.46994535519125685,0.3005464480874317,0.22950819672131148,1.6118656057794485,train
2k47.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k47.A.pkl,pdb_chains/k4/2k47.A.pdb,1,homomer,73,73,0.4383561643835616,0.3972602739726027,0.1643835616438356,1.2356725369841142,train
3k4o.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3k4o.A.pkl,pdb_chains/k4/3k4o.A.pdb,1,homomer,353,260,0.3730769230769231,0.4,0.22692307692307692,1.8563875650569497,train
2k4t.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4t.A.pkl,pdb_chains/k4/2k4t.A.pdb,1,homomer,285,285,0.39649122807017545,0.010526315789473684,0.5929824561403508,2.1974329684369702,train
2k4b.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4b.A.pkl,pdb_chains/k4/2k4b.A.pdb,1,homomer,69,69,0.37681159420289856,0.4492753623188406,0.17391304347826086,1.2514285952969537,train
4k4k.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4k4k.A.pkl,pdb_chains/k4/4k4k.A.pdb,1,homomer,498,256,0.48046875,0.05078125,0.46875,2.172311913191018,train
2k4j.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4j.A.pkl,pdb_chains/k4/2k4j.A.pdb,1,homomer,105,105,0.4380952380952381,0.3523809523809524,0.20952380952380953,1.4170456190953733,train
1k42.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1k42.A.pkl,pdb_chains/k4/1k42.A.pdb,1,homomer,168,168,0.4583333333333333,0.03571428571428571,0.5059523809523809,1.5008709364781698,train
2k4p.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4p.A.pkl,pdb_chains/k4/2k4p.A.pdb,1,homomer,65,65,0.4461538461538462,0.5538461538461539,0.0,1.1146294751738672,train
3k4h.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3k4h.A.pkl,pdb_chains/k4/3k4h.A.pdb,1,homomer,297,282,0.3971631205673759,0.42907801418439717,0.17375886524822695,1.9825131593163998,train
1k47.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1k47.A.pkl,pdb_chains/k4/1k47.A.pdb,1,homomer,450,322,0.32608695652173914,0.4503105590062112,0.2236024844720497,2.0610058616915947,train
2k4r.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4r.A.pkl,pdb_chains/k4/2k4r.A.pdb,1,homomer,77,77,0.6753246753246753,0.07792207792207792,0.24675324675324675,1.1768466334670566,train
3k4i.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3k4i.A.pkl,pdb_chains/k4/3k4i.A.pdb,1,homomer,339,201,0.39303482587064675,0.3383084577114428,0.2736318407960199,1.8158462846405612,train
2k4z.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4z.A.pkl,pdb_chains/k4/2k4z.A.pdb,1,homomer,125,125,0.536,0.136,0.328,1.706379373534573,val
2k4v.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4v.A.pkl,pdb_chains/k4/2k4v.A.pdb,1,homomer,125,125,0.392,0.28,0.328,1.7219038724046898,train
2k49.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k49.A.pkl,pdb_chains/k4/2k49.A.pdb,1,homomer,118,118,0.4152542372881356,0.2627118644067797,0.3220338983050847,1.4137486605139045,train
3k44.B,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3k44.B.pkl,pdb_chains/k4/3k44.B.pdb,1,homomer,180,140,0.22857142857142856,0.2714285714285714,0.5,1.5247790909994545,test
1k4n.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1k4n.A.pkl,pdb_chains/k4/1k4n.A.pdb,1,homomer,436,183,0.33879781420765026,0.32786885245901637,0.3333333333333333,1.6562458177423713,test
2k4n.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2k4n.A.pkl,pdb_chains/k4/2k4n.A.pdb,1,homomer,111,111,0.44144144144144143,0.2882882882882883,0.2702702702702703,1.8317948693734223,val
2yrr.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrr.A.pkl,pdb_chains/yr/2yrr.A.pdb,1,homomer,722,352,0.3977272727272727,0.4460227272727273,0.15625,2.0818564357686213,train
1yr7.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1yr7.A.pkl,pdb_chains/yr/1yr7.A.pdb,1,homomer,330,243,0.34156378600823045,0.5308641975308642,0.12757201646090535,1.8954046419398696,train
2yrn.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrn.A.pkl,pdb_chains/yr/2yrn.A.pdb,1,homomer,129,129,0.4496124031007752,0.5503875968992248,0.0,1.4956509621180443,train
1yr1.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1yr1.A.pkl,pdb_chains/yr/1yr1.A.pdb,1,homomer,119,119,0.46218487394957986,0.2773109243697479,0.2605042016806723,1.3903778861854925,train
2yrk.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrk.A.pkl,pdb_chains/yr/2yrk.A.pdb,1,homomer,56,55,0.7454545454545455,0.2545454545454545,0.0,1.7682581577343894,train
1yrx.C,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1yrx.C.pkl,pdb_chains/yr/1yrx.C.pdb,1,homomer,140,115,0.3391304347826087,0.2956521739130435,0.3652173913043478,1.6020446459655018,train
1yrl.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1yrl.A.pkl,pdb_chains/yr/1yrl.A.pdb,1,homomer,676,487,0.2648870636550308,0.6529774127310062,0.08213552361396304,2.288161869311525,train
2yr3.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yr3.A.pkl,pdb_chains/yr/2yr3.A.pdb,1,homomer,99,99,0.5151515151515151,0.0,0.48484848484848486,1.539567050353866,train
2yra.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yra.A.pkl,pdb_chains/yr/2yra.A.pdb,1,homomer,74,74,0.7027027027027027,0.0,0.2972972972972973,1.5282744763286489,train
2yre.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yre.A.pkl,pdb_chains/yr/2yre.A.pdb,1,homomer,104,100,0.66,0.22,0.12,1.996003016892607,train
1yrw.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1yrw.A.pkl,pdb_chains/yr/1yrw.A.pdb,1,homomer,564,291,0.4054982817869416,0.30927835051546393,0.2852233676975945,2.1725891712797654,train
2yrv.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrv.A.pkl,pdb_chains/yr/2yrv.A.pdb,1,homomer,117,117,0.6239316239316239,0.1794871794871795,0.19658119658119658,1.4917655588317436,train
2yrm.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrm.A.pkl,pdb_chains/yr/2yrm.A.pdb,1,homomer,44,43,0.6976744186046512,0.2558139534883721,0.046511627906976744,1.2492927621757683,train
2yrl.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrl.A.pkl,pdb_chains/yr/2yrl.A.pdb,1,homomer,102,102,0.5686274509803921,0.0,0.43137254901960786,1.5591119841090628,train
2yrz.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrz.A.pkl,pdb_chains/yr/2yrz.A.pdb,1,homomer,118,118,0.5847457627118644,0.0,0.4152542372881356,1.7940565014283312,train
2yr1.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yr1.A.pkl,pdb_chains/yr/2yr1.A.pdb,1,homomer,329,257,0.36186770428015563,0.4396887159533074,0.19844357976653695,1.741938772774609,train
2yrb.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2yrb.A.pkl,pdb_chains/yr/2yrb.A.pdb,1,homomer,156,156,0.46794871794871795,0.1282051282051282,0.40384615384615385,1.7386240289450332,train
1yre.C,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1yre.C.pkl,pdb_chains/yr/1yre.C.pdb,1,homomer,300,182,0.2967032967032967,0.34615384615384615,0.35714285714285715,1.5772696677738876,train
4yrb.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4yrb.A.pkl,pdb_chains/yr/4yrb.A.pdb,1,homomer,207,206,0.33980582524271846,0.5048543689320388,0.1553398058252427,1.6423563057801913,train
1yrv.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1yrv.A.pkl,pdb_chains/yr/1yrv.A.pdb,1,homomer,229,153,0.45098039215686275,0.37254901960784315,0.17647058823529413,1.6835860913686562,val
3m2p.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3m2p.A.pkl,pdb_chains/m2/3m2p.A.pdb,1,homomer,314,287,0.40069686411149824,0.39372822299651566,0.20557491289198607,1.9557859964704962,train
1m2x.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1m2x.A.pkl,pdb_chains/m2/1m2x.A.pdb,1,homomer,410,219,0.4063926940639269,0.2648401826484018,0.3287671232876712,1.6771034068440485,train
4m20.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4m20.A.pkl,pdb_chains/m2/4m20.A.pdb,1,homomer,179,121,0.2975206611570248,0.2231404958677686,0.4793388429752066,1.5139328044383582,train
1m2k.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1m2k.A.pkl,pdb_chains/m2/1m2k.A.pdb,1,homomer,598,249,0.40160642570281124,0.41767068273092367,0.18072289156626506,1.9142418050287695,train
2m2d.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2m2d.A.pkl,pdb_chains/m2/2m2d.A.pdb,1,homomer,118,118,0.4745762711864407,0.025423728813559324,0.5,1.4986395448801872,train
4m2m.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4m2m.A.pkl,pdb_chains/m2/4m2m.A.pdb,1,homomer,912,382,0.387434554973822,0.46335078534031415,0.14659685863874344,2.1340164832616253,train
3m2w.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3m2w.A.pkl,pdb_chains/m2/3m2w.A.pdb,1,homomer,427,290,0.3931034482758621,0.40344827586206894,0.20344827586206896,1.9737575304257025,train
2m2k.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2m2k.A.pkl,pdb_chains/m2/2m2k.A.pdb,1,homomer,131,131,0.5572519083969466,0.2366412213740458,0.20610687022900764,1.9870679422383803,train
3m21.F,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3m21.F.pkl,pdb_chains/m2/3m21.F.pdb,1,homomer,121,67,0.34328358208955223,0.3880597014925373,0.26865671641791045,1.5143488386604915,train
3m20.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3m20.A.pkl,pdb_chains/m2/3m20.A.pdb,1,homomer,65,59,0.3898305084745763,0.3728813559322034,0.23728813559322035,1.3885906844216673,train
1m2a.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1m2a.A.pkl,pdb_chains/m2/1m2a.A.pdb,1,homomer,203,103,0.44660194174757284,0.33980582524271846,0.21359223300970873,1.3467760979957906,test
2m2j.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2m2j.A.pkl,pdb_chains/m2/2m2j.A.pdb,1,homomer,71,71,0.3380281690140845,0.2676056338028169,0.39436619718309857,1.220778667201709,train
1m2t.B,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1m2t.B.pkl,pdb_chains/m2/1m2t.B.pdb,1,homomer,571,262,0.5152671755725191,0.1297709923664122,0.3549618320610687,2.0225642441662477,train
1uyp.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1uyp.A.pkl,pdb_chains/uy/1uyp.A.pdb,1,homomer,727,432,0.38425925925925924,0.03009259259259259,0.5856481481481481,2.2014280787246028,train
3uyk.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3uyk.A.pkl,pdb_chains/uy/3uyk.A.pdb,1,homomer,633,373,0.3672922252010724,0.4879356568364611,0.1447721179624665,2.0885447211940558,train
4uy9.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4uy9.A.pkl,pdb_chains/uy/4uy9.A.pdb,1,homomer,402,313,0.3961661341853035,0.46006389776357826,0.14376996805111822,2.0292335942511435,train
1uyn.X,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1uyn.X.pkl,pdb_chains/uy/1uyn.X.pdb,1,homomer,311,279,0.21863799283154123,0.08243727598566308,0.6989247311827957,1.9492197579802546,train
4uyp.B,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4uyp.B.pkl,pdb_chains/uy/4uyp.B.pdb,1,homomer,187,73,0.5753424657534246,0.4246575342465753,0.0,1.1874135793514764,train
3uyi.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3uyi.A.pkl,pdb_chains/uy/3uyi.A.pdb,1,homomer,362,313,0.3961661341853035,0.3961661341853035,0.20766773162939298,2.024747468473015,train
4uy8.X,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4uy8.X.pkl,pdb_chains/uy/4uy8.X.pdb,1,homomer,77,77,0.5714285714285714,0.22077922077922077,0.2077922077922078,1.6426684424373201,train
2uy2.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2uy2.A.pkl,pdb_chains/uy/2uy2.A.pdb,1,homomer,550,287,0.47038327526132406,0.3240418118466899,0.20557491289198607,1.8013965620692014,train
3uyj.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3uyj.A.pkl,pdb_chains/uy/3uyj.A.pdb,1,homomer,367,238,0.41596638655462187,0.2605042016806723,0.3235294117647059,1.7721662960268239,train
4uyp.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4uyp.A.pkl,pdb_chains/uy/4uyp.A.pdb,1,homomer,393,144,0.4444444444444444,0.020833333333333332,0.5347222222222222,1.66198915366217,train
2uyy.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2uyy.A.pkl,pdb_chains/uy/2uyy.A.pdb,1,homomer,385,292,0.3082191780821918,0.5582191780821918,0.13356164383561644,1.9925193028485098,train
2uyo.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2uyo.A.pkl,pdb_chains/uy/2uyo.A.pdb,1,homomer,486,275,0.4,0.44727272727272727,0.14909090909090908,1.789245506889249,train
2uy6.C,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2uy6.C.pkl,pdb_chains/uy/2uy6.C.pdb,1,homomer,179,144,0.5208333333333334,0.0625,0.4166666666666667,1.686433523598445,train
4uy8.5,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4uy8.5.pkl,pdb_chains/uy/4uy8.5.pdb,1,homomer,148,148,0.6148648648648649,0.3581081081081081,0.02702702702702703,1.7453735442780205,train
1uyj.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1uyj.A.pkl,pdb_chains/uy/1uyj.A.pdb,1,homomer,287,273,0.3553113553113553,0.09523809523809523,0.5494505494505495,3.2230495479358754,test
2uy1.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2uy1.A.pkl,pdb_chains/uy/2uy1.A.pdb,1,homomer,659,438,0.2625570776255708,0.728310502283105,0.0091324200913242,3.0991991983438156,train
3bje.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bje.A.pkl,pdb_chains/bj/3bje.A.pdb,1,homomer,563,327,0.382262996941896,0.3547400611620795,0.26299694189602446,2.0107175070676364,train
3bjn.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bjn.A.pkl,pdb_chains/bj/3bjn.A.pdb,1,homomer,364,162,0.3148148148148148,0.41975308641975306,0.2654320987654321,1.5390760893969972,train
3bja.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bja.A.pkl,pdb_chains/bj/3bja.A.pdb,1,homomer,152,139,0.22302158273381295,0.6906474820143885,0.08633093525179857,1.8273018612360932,train
4bja.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bja.A.pkl,pdb_chains/bj/4bja.A.pdb,1,homomer,298,182,0.24725274725274726,0.7417582417582418,0.01098901098901099,1.6566192535162865,train
3bjr.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bjr.A.pkl,pdb_chains/bj/3bjr.A.pdb,1,homomer,388,244,0.38114754098360654,0.3975409836065574,0.22131147540983606,1.655678432199301,train
4bj8.K,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bj8.K.pkl,pdb_chains/bj/4bj8.K.pdb,1,homomer,156,120,0.425,0.041666666666666664,0.5333333333333333,1.506638460225266,train
4bjy.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bjy.A.pkl,pdb_chains/bj/4bjy.A.pdb,1,homomer,673,393,0.34096692111959287,0.3994910941475827,0.2595419847328244,2.129680517950008,train
3bjo.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bjo.A.pkl,pdb_chains/bj/3bjo.A.pdb,1,homomer,155,103,0.2815533980582524,0.5436893203883495,0.17475728155339806,1.4782650249490066,train
3bjb.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bjb.A.pkl,pdb_chains/bj/3bjb.A.pdb,1,homomer,181,175,0.24571428571428572,0.7542857142857143,0.0,1.7618463746870279,train
3bjd.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bjd.A.pkl,pdb_chains/bj/3bjd.A.pdb,1,homomer,645,321,0.27414330218068533,0.7258566978193146,0.0,2.0245294519671853,train
4bjz.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bjz.A.pkl,pdb_chains/bj/4bjz.A.pdb,1,homomer,847,395,0.34430379746835443,0.3949367088607595,0.2607594936708861,2.1436654683132956,train
2bj3.D,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2bj3.D.pkl,pdb_chains/bj/2bj3.D.pdb,1,homomer,160,131,0.2748091603053435,0.4351145038167939,0.2824427480916031,1.9069448154474542,train
3bj6.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bj6.A.pkl,pdb_chains/bj/3bj6.A.pdb,1,homomer,366,152,0.21710526315789475,0.7171052631578947,0.06578947368421052,1.9856452112614962,train
2bj0.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2bj0.A.pkl,pdb_chains/bj/2bj0.A.pdb,1,homomer,283,203,0.43842364532019706,0.08866995073891626,0.4729064039408867,1.8836423647225622,train
3bj9.1,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/3bj9.1.pkl,pdb_chains/bj/3bj9.1.pdb,1,homomer,230,116,0.41379310344827586,0.07758620689655173,0.5086206896551724,1.3841351792924104,train
1bjf.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1bjf.A.pkl,pdb_chains/bj/1bjf.A.pdb,1,homomer,212,181,0.35911602209944754,0.585635359116022,0.055248618784530384,1.810524564976812,train
4bjq.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bjq.A.pkl,pdb_chains/bj/4bjq.A.pdb,1,homomer,156,78,0.5384615384615384,0.46153846153846156,0.0,1.539749697921165,train
1bja.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/1bja.A.pkl,pdb_chains/bj/1bja.A.pdb,1,homomer,134,95,0.29473684210526313,0.6105263157894737,0.09473684210526316,1.3777869139419283,train
4bjh.B,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bjh.B.pkl,pdb_chains/bj/4bjh.B.pdb,1,homomer,537,291,0.38831615120274915,0.436426116838488,0.17525773195876287,1.9631727463629445,train
4bj1.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bj1.A.pkl,pdb_chains/bj/4bj1.A.pdb,1,homomer,264,261,0.2988505747126437,0.5670498084291188,0.13409961685823754,2.2396658080770573,train
4bjj.A,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bjj.A.pkl,pdb_chains/bj/4bjj.A.pdb,1,homomer,139,106,0.46226415094339623,0.2358490566037736,0.3018867924528302,1.6397471025314112,train
2bjn.B,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/2bjn.B.pkl,pdb_chains/bj/2bjn.B.pdb,1,homomer,222,149,0.3221476510067114,0.5100671140939598,0.1610738255033557,1.5439669587431473,train
4bjm.C,/wynton/group/kortemme/alexjli/data/framediff_ingraham/pdb_pkls/4bjm.C.pkl,pdb_chains/bj/4bjm.C.pdb,1,homomer,233,215,0.24186046511627907,0.7581395348837209,0.0,2.3877412999767134,train
